Destination,Prefix,Rate
Guatemala - Fixed - Claro,502776,0.0992
Guatemala - Fixed - Claro,5027770,0.0992
Guatemala - Fixed - Claro,5027771,0.0992
Guatemala - Fixed - Claro,5027772,0.0992
Guatemala - Fixed - Claro,5027773,0.0992
Guatemala - Fixed - Claro,5027774,0.0992
Guatemala - Fixed - Claro,5027775,0.0992
Guatemala - Fixed - Claro,5027776,0.0992
Guatemala - Fixed - Claro,5027777,0.0992
Guatemala - Fixed - Claro,5027780,0.0992
Guatemala - Fixed - Claro,5027820,0.0992
Guatemala - Fixed - Claro,5027821,0.0992
Guatemala - Fixed - Claro,5027822,0.0992
Guatemala - Fixed - Claro,5027823,0.0992
Guatemala - Fixed - Claro,5027830,0.0992
Guatemala - Fixed - Claro,5027831,0.0992
Guatemala - Fixed - Claro,5027832,0.0992
Guatemala - Fixed - Claro,5027833,0.0992
Guatemala - Fixed - Claro,5027834,0.0992
Guatemala - Fixed - Claro,5027838,0.0992
Guatemala - Fixed - Claro,5027839,0.0992
Guatemala - Fixed - Claro,5027840,0.0992
Guatemala - Fixed - Claro,5027841,0.0992
Guatemala - Fixed - Claro,5027842,0.0992
Guatemala - Fixed - Claro,5027843,0.0992
Guatemala - Fixed - Claro,5027844,0.0992
Guatemala - Fixed - Claro,5027845,0.0992
Guatemala - Fixed - Claro,5027846,0.0992
Guatemala - Fixed - Claro,5027849,0.0992
Guatemala - Fixed - Claro,5027867,0.0992
Guatemala - Fixed - Claro,5027868,0.0992
Guatemala - Fixed - Claro,5027870,0.0992
Guatemala - Fixed - Claro,5027871,0.0992
Guatemala - Fixed - Claro,5027872,0.0992
Guatemala - Fixed - Claro,5027873,0.0992
Guatemala - Fixed - Claro,5027874,0.0992
Guatemala - Fixed - Claro,5027880,0.0992
Guatemala - Fixed - Claro,5027881,0.0992
Guatemala - Fixed - Claro,5027882,0.0992
Guatemala - Fixed - Claro,5027884,0.0992
Guatemala - Fixed - Claro,5027885,0.0992
Guatemala - Fixed - Claro,5027886,0.0992
Guatemala - Fixed - Claro,5027887,0.0992
Guatemala - Fixed - Claro,5027888,0.0992
Guatemala - Fixed - Claro,5027889,0.0992
Guatemala - Fixed - Claro,5027920,0.0992
Guatemala - Fixed - Claro,5027922,0.0992
Guatemala - Fixed - Claro,5027923,0.0992
Guatemala - Fixed - Claro,5027924,0.0992
Guatemala - Fixed - Claro,5027925,0.0992
Guatemala - Fixed - Claro,5027926,0.0992
Guatemala - Fixed - Claro,5027927,0.0992
Guatemala - Fixed - Claro,5027928,0.0992
Guatemala - Fixed - Claro,5027930,0.0992
Guatemala - Fixed - Claro,5027931,0.0992
Guatemala - Fixed - Claro,5027932,0.0992
Guatemala - Fixed - Claro,5027933,0.0992
Guatemala - Fixed - Claro,5027934,0.0992
Guatemala - Fixed - Claro,5027935,0.0992
Guatemala - Fixed - Claro,5027936,0.0992
Guatemala - Fixed - Claro,5027937,0.0992
Guatemala - Fixed - Claro,5027938,0.0992
Guatemala - Fixed - Claro,502794,0.0992
Guatemala - Fixed - Claro,5027950,0.0992
Guatemala - Fixed - Claro,5027951,0.0992
Guatemala - Fixed - Claro,5027952,0.0992
Guatemala - Fixed - Claro,5027953,0.0992
Guatemala - Fixed - Claro,5027954,0.0992
Guatemala - Fixed - Claro,5027955,0.0992
Guatemala - Fixed - Claro,5027956,0.0992
Guatemala - Fixed - Claro,5027957,0.0992
Guatemala - Fixed - Claro,5027960,0.0992
Guatemala - Fixed - Claro,5027961,0.0992
Guatemala - Fixed - Claro,5027962,0.0992
Guatemala - Fixed - Claro,5027963,0.0992
Guatemala - Fixed - Claro,5027964,0.0992
Guatemala - Fixed - Claro,5027965,0.0992
Guatemala - Mobile,50230,0.2
Guatemala - Mobile,5024,0.2
Guatemala - Mobile,5025,0.2
Guatemala - Mobile - Claro,502410,0.1479
Guatemala - Mobile - Claro,502411,0.1479
Guatemala - Mobile - Claro,502412,0.1479
Guatemala - Mobile - Claro,502413,0.1479
Guatemala - Mobile - Claro,502414,0.1479
Guatemala - Mobile - Claro,502415,0.1479
Guatemala - Mobile - Claro,502416,0.1479
Guatemala - Mobile - Claro,502417,0.1479
Guatemala - Mobile - Claro,502418,0.1479
Guatemala - Mobile - Claro,502419,0.1479
Guatemala - Mobile - Claro,50242,0.1479
Guatemala - Mobile - Claro,502470,0.1479
Guatemala - Mobile - Claro,502471,0.1479
Guatemala - Mobile - Claro,502472,0.1479
Guatemala - Mobile - Claro,502473,0.1479
Guatemala - Mobile - Claro,502474,0.1479
Guatemala - Mobile - Claro,502475,0.1479
Guatemala - Mobile - Claro,502476,0.1479
Guatemala - Mobile - Claro,5024770,0.1479
Guatemala - Mobile - Claro,5024771,0.1479
Guatemala - Mobile - Claro,5024772,0.1479
Guatemala - Mobile - Claro,502501,0.1479
Guatemala - Mobile - Claro,502511,0.1479
Guatemala - Mobile - Claro,502512,0.1479
Guatemala - Mobile - Claro,502513,0.1479
Guatemala - Mobile - Claro,5025310,0.1479
Guatemala - Mobile - Claro,5025311,0.1479
Guatemala - Mobile - Claro,502541,0.1479
Guatemala - Mobile - Claro,502542,0.1479
Guatemala - Mobile - Claro,502543,0.1479
Guatemala - Mobile - Claro,502544,0.1479
Guatemala - Mobile - Claro,502545,0.1479
Guatemala - Mobile - Claro,502546,0.1479
Guatemala - Mobile - Claro,502547,0.1479
Guatemala - Mobile - Claro,502548,0.1479
Guatemala - Mobile - Claro,502549,0.1479
Guatemala - Mobile - Claro,5025510,0.1479
Guatemala - Mobile - Claro,5025511,0.1479
Guatemala - Mobile - Claro,5025512,0.1479
Guatemala - Mobile - Claro,5025513,0.1479
Guatemala - Mobile - Claro,5025514,0.1479
Guatemala - Mobile - Claro,5025515,0.1479
Guatemala - Mobile - Claro,5025516,0.1479
Guatemala - Mobile - Claro,5025517,0.1479
Guatemala - Mobile - Claro,502553,0.1479
Guatemala - Mobile - Claro,5025543,0.1479
Guatemala - Mobile - Claro,5025544,0.1479
Guatemala - Mobile - Claro,5025554,0.1479
Guatemala - Mobile - Claro,5025555,0.1479
Guatemala - Mobile - Claro,5025556,0.1479
Guatemala - Mobile - Claro,5025557,0.1479
Guatemala - Mobile - Claro,5025558,0.1479
Guatemala - Mobile - Claro,5025559,0.1479
Guatemala - Mobile - Claro,502556,0.1479
Guatemala - Mobile - Claro,502557,0.1479
Guatemala - Mobile - Claro,5025582,0.1479
Guatemala - Mobile - Claro,5025583,0.1479
Guatemala - Mobile - Claro,5025584,0.1479
Guatemala - Mobile - Claro,5025585,0.1479
Guatemala - Mobile - Claro,5025586,0.1479
Guatemala - Mobile - Claro,5025587,0.1479
Guatemala - Mobile - Claro,5025588,0.1479
Guatemala - Mobile - Claro,5025589,0.1479
Guatemala - Mobile - Claro,502559,0.1479
Guatemala - Mobile - Claro,502561,0.1479
Guatemala - Mobile - Claro,502562,0.1479
Guatemala - Mobile - Claro,502563,0.1479
Guatemala - Mobile - Claro,502569,0.1479
Guatemala - Mobile - Claro,5025710,0.1479
Guatemala - Mobile - Claro,5025711,0.1479
Guatemala - Mobile - Claro,5025712,0.1479
Guatemala - Mobile - Claro,5025713,0.1479
Guatemala - Mobile - Claro,5025714,0.1479
Guatemala - Mobile - Claro,5025715,0.1479
Guatemala - Mobile - Claro,5025716,0.1479
Guatemala - Mobile - Claro,5025717,0.1479
Guatemala - Mobile - Claro,5025718,0.1479
Guatemala - Mobile - Claro,5025810,0.1479
Guatemala - Mobile - Claro,5025811,0.1479
Guatemala - Mobile - Claro,5025812,0.1479
Guatemala - Mobile - Claro,5025813,0.1479
Guatemala - Mobile - Claro,5025814,0.1479
Guatemala - Mobile - Claro,5025815,0.1479
Guatemala - Mobile - Claro,5025816,0.1479
Guatemala - Mobile - Claro,5025817,0.1479
Guatemala - Mobile - Claro,5025818,0.1479
Guatemala - Mobile - Claro,502582,0.1479
Guatemala - Mobile - Claro,502583,0.1479
Guatemala - Mobile - Claro,502584,0.1479
Guatemala - Mobile - Claro,502585,0.1479
Guatemala - Mobile - Claro,502586,0.1479
Guatemala - Mobile - Claro,502587,0.1479
Guatemala - Mobile - Claro,5025910,0.1479
Guatemala - Mobile - Claro,5025911,0.1479
Guatemala - Mobile - Claro,5025912,0.1479
Guatemala - Mobile - Claro,5025913,0.1479
Guatemala - Mobile - Claro,5025914,0.1479
Guatemala - Mobile - Claro,502592,0.1479
Guatemala - Mobile - Claro,502593,0.1479
Guatemala - Mobile - Claro,502594,0.1479
Guatemala - Mobile - Claro,502595,0.1479
Guatemala - Mobile - Claro,502596,0.1479
Guatemala - Mobile - Claro,502597,0.1479
Guatemala - Mobile - Claro,502598,0.1479
Guatemala - Mobile - Comcel,502230,0.1792
Guatemala - Mobile - Comcel,502231,0.1792
Guatemala - Mobile - Comcel,5022326,0.1792
Guatemala - Mobile - Comcel,5022327,0.1792
Guatemala - Mobile - Comcel,5022328,0.1792
Guatemala - Mobile - Comcel,5022329,0.1792
Guatemala - Mobile - Comcel,5022427,0.1792
Guatemala - Mobile - Comcel,5022428,0.1792
Guatemala - Mobile - Comcel,5022429,0.1792
Guatemala - Mobile - Comcel,502300,0.1792
Guatemala - Mobile - Comcel,502301,0.1792
Guatemala - Mobile - Comcel,502302,0.1792
Guatemala - Mobile - Comcel,502303,0.1792
Guatemala - Mobile - Comcel,502304,0.1792
Guatemala - Mobile - Comcel,502305,0.1792
Guatemala - Mobile - Comcel,502306,0.1792
Guatemala - Mobile - Comcel,502307,0.1792
Guatemala - Mobile - Comcel,502308,0.1792
Guatemala - Mobile - Comcel,502309,0.1792
Guatemala - Mobile - Comcel,50231,0.1792
Guatemala - Mobile - Comcel,50232,0.1792
Guatemala - Mobile - Comcel,502330,0.1792
Guatemala - Mobile - Comcel,502331,0.1792
Guatemala - Mobile - Comcel,502332,0.1792
Guatemala - Mobile - Comcel,502333,0.1792
Guatemala - Mobile - Comcel,502334,0.1792
Guatemala - Mobile - Comcel,502335,0.1792
Guatemala - Mobile - Comcel,50240,0.1792
Guatemala - Mobile - Comcel,5024476,0.1792
Guatemala - Mobile - Comcel,5024477,0.1792
Guatemala - Mobile - Comcel,5024478,0.1792
Guatemala - Mobile - Comcel,5024479,0.1792
Guatemala - Mobile - Comcel,502448,0.1792
Guatemala - Mobile - Comcel,502449,0.1792
Guatemala - Mobile - Comcel,50245,0.1792
Guatemala - Mobile - Comcel,50246,0.1792
Guatemala - Mobile - Comcel,5024773,0.1792
Guatemala - Mobile - Comcel,5024774,0.1792
Guatemala - Mobile - Comcel,5024775,0.1792
Guatemala - Mobile - Comcel,5024776,0.1792
Guatemala - Mobile - Comcel,5024777,0.1792
Guatemala - Mobile - Comcel,5024778,0.1792
Guatemala - Mobile - Comcel,5024779,0.1792
Guatemala - Mobile - Comcel,502478,0.1792
Guatemala - Mobile - Comcel,502479,0.1792
Guatemala - Mobile - Comcel,502480,0.1792
Guatemala - Mobile - Comcel,502481,0.1792
Guatemala - Mobile - Comcel,5024822,0.1792
Guatemala - Mobile - Comcel,5024823,0.1792
Guatemala - Mobile - Comcel,5024824,0.1792
Guatemala - Mobile - Comcel,5024825,0.1792
Guatemala - Mobile - Comcel,5024826,0.1792
Guatemala - Mobile - Comcel,5024827,0.1792
Guatemala - Mobile - Comcel,5024828,0.1792
Guatemala - Mobile - Comcel,5024829,0.1792
Guatemala - Mobile - Comcel,502483,0.1792
Guatemala - Mobile - Comcel,502484,0.1792
Guatemala - Mobile - Comcel,502485,0.1792
Guatemala - Mobile - Comcel,502486,0.1792
Guatemala - Mobile - Comcel,502487,0.1792
Guatemala - Mobile - Comcel,502488,0.1792
Guatemala - Mobile - Comcel,502489,0.1792
Guatemala - Mobile - Comcel,50249,0.1792
Guatemala - Mobile - Comcel,502500,0.1792
Guatemala - Mobile - Comcel,502503,0.1792
Guatemala - Mobile - Comcel,502504,0.1792
Guatemala - Mobile - Comcel,502505,0.1792
Guatemala - Mobile - Comcel,502506,0.1792
Guatemala - Mobile - Comcel,502515,0.1792
Guatemala - Mobile - Comcel,502516,0.1792
Guatemala - Mobile - Comcel,502517,0.1792
Guatemala - Mobile - Comcel,502518,0.1792
Guatemala - Mobile - Comcel,502519,0.1792
Guatemala - Mobile - Comcel,502520,0.1792
Guatemala - Mobile - Comcel,502530,0.1792
Guatemala - Mobile - Comcel,5025314,0.1792
Guatemala - Mobile - Comcel,5025315,0.1792
Guatemala - Mobile - Comcel,5025316,0.1792
Guatemala - Mobile - Comcel,5025317,0.1792
Guatemala - Mobile - Comcel,5025318,0.1792
Guatemala - Mobile - Comcel,5025319,0.1792
Guatemala - Mobile - Comcel,502532,0.1792
Guatemala - Mobile - Comcel,502533,0.1792
Guatemala - Mobile - Comcel,502534,0.1792
Guatemala - Mobile - Comcel,502535,0.1792
Guatemala - Mobile - Comcel,502536,0.1792
Guatemala - Mobile - Comcel,502537,0.1792
Guatemala - Mobile - Comcel,502538,0.1792
Guatemala - Mobile - Comcel,5025521,0.1792
Guatemala - Mobile - Comcel,5025522,0.1792
Guatemala - Mobile - Comcel,5025523,0.1792
Guatemala - Mobile - Comcel,5025524,0.1792
Guatemala - Mobile - Comcel,5025525,0.1792
Guatemala - Mobile - Comcel,5025526,0.1792
Guatemala - Mobile - Comcel,5025527,0.1792
Guatemala - Mobile - Comcel,5025528,0.1792
Guatemala - Mobile - Comcel,5025529,0.1792
Guatemala - Mobile - Comcel,5025550,0.1792
Guatemala - Mobile - Comcel,5025551,0.1792
Guatemala - Mobile - Comcel,5025552,0.1792
Guatemala - Mobile - Comcel,5025553,0.1792
Guatemala - Mobile - Comcel,5025580,0.1792
Guatemala - Mobile - Comcel,5025581,0.1792
Guatemala - Mobile - Comcel,502570,0.1792
Guatemala - Mobile - Comcel,5025719,0.1792
Guatemala - Mobile - Comcel,502572,0.1792
Guatemala - Mobile - Comcel,502573,0.1792
Guatemala - Mobile - Comcel,502574,0.1792
Guatemala - Mobile - Comcel,502575,0.1792
Guatemala - Mobile - Comcel,502576,0.1792
Guatemala - Mobile - Comcel,502577,0.1792
Guatemala - Mobile - Comcel,502578,0.1792
Guatemala - Mobile - Comcel,502580,0.1792
Guatemala - Mobile - Comcel,5025819,0.1792
Guatemala - Mobile - Comcel,502588,0.1792
Guatemala - Mobile - Comcel,502589,0.1792
Guatemala - Mobile - Comcel,502590,0.1792
Guatemala - Mobile - Comcel,5025918,0.1792
Guatemala - Mobile - Comcel,5025919,0.1792
Guatemala - Mobile - Comcel,502599,0.1792
Guatemala - Mobile - Comcel,5026624,0.1792
Guatemala - Mobile - Comcel,5026625,0.1792
Guatemala - Mobile - Comcel,5026626,0.1792
Guatemala - Mobile - Comcel,5026627,0.1792
Guatemala - Mobile - Comcel,5026628,0.1792
Guatemala - Mobile - Comcel,5026638,0.1792
Guatemala - Mobile - Comcel,5027728,0.1792
Guatemala - Mobile - Comcel,5027828,0.1792
Guatemala - Mobile - Comcel,5027929,0.1792
Guatemala - Mobile - Telefonica,5022229,0.1894
Guatemala - Mobile - Telefonica,5022267,0.1894
Guatemala - Mobile - Telefonica,5022268,0.1894
Guatemala - Mobile - Telefonica,5022269,0.1894
Guatemala - Mobile - Telefonica,5022277,0.1894
Guatemala - Mobile - Telefonica,5022278,0.1894
Guatemala - Mobile - Telefonica,5022279,0.1894
Guatemala - Mobile - Telefonica,5022374,0.1894
Guatemala - Mobile - Telefonica,5022375,0.1894
Guatemala - Mobile - Telefonica,5022376,0.1894
Guatemala - Mobile - Telefonica,5022377,0.1894
Guatemala - Mobile - Telefonica,5022378,0.1894
Guatemala - Mobile - Telefonica,5022379,0.1894
Guatemala - Mobile - Telefonica,5022450,0.1894
Guatemala - Mobile - Telefonica,5022459,0.1894
Guatemala - Mobile - Telefonica,5022470,0.1894
Guatemala - Mobile - Telefonica,50234,0.1894
Guatemala - Mobile - Telefonica,502350,0.1894
Guatemala - Mobile - Telefonica,502351,0.1894
Guatemala - Mobile - Telefonica,502352,0.1894
Guatemala - Mobile - Telefonica,5023530,0.1894
Guatemala - Mobile - Telefonica,5023531,0.1894
Guatemala - Mobile - Telefonica,5023532,0.1894
Guatemala - Mobile - Telefonica,5023533,0.1894
Guatemala - Mobile - Telefonica,5023534,0.1894
Guatemala - Mobile - Telefonica,50243,0.1894
Guatemala - Mobile - Telefonica,502440,0.1894
Guatemala - Mobile - Telefonica,502441,0.1894
Guatemala - Mobile - Telefonica,502442,0.1894
Guatemala - Mobile - Telefonica,502443,0.1894
Guatemala - Mobile - Telefonica,502444,0.1894
Guatemala - Mobile - Telefonica,502445,0.1894
Guatemala - Mobile - Telefonica,502446,0.1894
Guatemala - Mobile - Telefonica,502447,0.1894
Guatemala - Mobile - Telefonica,502502,0.1894
Guatemala - Mobile - Telefonica,502507,0.1894
Guatemala - Mobile - Telefonica,502508,0.1894
Guatemala - Mobile - Telefonica,502509,0.1894
Guatemala - Mobile - Telefonica,502510,0.1894
Guatemala - Mobile - Telefonica,502514,0.1894
Guatemala - Mobile - Telefonica,502521,0.1894
Guatemala - Mobile - Telefonica,5025220,0.1894
Guatemala - Mobile - Telefonica,5025221,0.1894
Guatemala - Mobile - Telefonica,5025222,0.1894
Guatemala - Mobile - Telefonica,5025223,0.1894
Guatemala - Mobile - Telefonica,5025224,0.1894
Guatemala - Mobile - Telefonica,5025225,0.1894
Guatemala - Mobile - Telefonica,5025226,0.1894
Guatemala - Mobile - Telefonica,5025227,0.1894
Guatemala - Mobile - Telefonica,5025228,0.1894
Guatemala - Mobile - Telefonica,5025229,0.1894
Guatemala - Mobile - Telefonica,502523,0.1894
Guatemala - Mobile - Telefonica,502524,0.1894
Guatemala - Mobile - Telefonica,502525,0.1894
Guatemala - Mobile - Telefonica,502526,0.1894
Guatemala - Mobile - Telefonica,502527,0.1894
Guatemala - Mobile - Telefonica,502528,0.1894
Guatemala - Mobile - Telefonica,502529,0.1894
Guatemala - Mobile - Telefonica,5025312,0.1894
Guatemala - Mobile - Telefonica,5025313,0.1894
Guatemala - Mobile - Telefonica,502539,0.1894
Guatemala - Mobile - Telefonica,502540,0.1894
Guatemala - Mobile - Telefonica,502550,0.1894
Guatemala - Mobile - Telefonica,5025518,0.1894
Guatemala - Mobile - Telefonica,5025519,0.1894
Guatemala - Mobile - Telefonica,5025540,0.1894
Guatemala - Mobile - Telefonica,5025541,0.1894
Guatemala - Mobile - Telefonica,5025542,0.1894
Guatemala - Mobile - Telefonica,5025545,0.1894
Guatemala - Mobile - Telefonica,5025546,0.1894
Guatemala - Mobile - Telefonica,5025547,0.1894
Guatemala - Mobile - Telefonica,5025548,0.1894
Guatemala - Mobile - Telefonica,5025549,0.1894
Guatemala - Mobile - Telefonica,502560,0.1894
Guatemala - Mobile - Telefonica,502564,0.1894
Guatemala - Mobile - Telefonica,502565,0.1894
Guatemala - Mobile - Telefonica,502566,0.1894
Guatemala - Mobile - Telefonica,502567,0.1894
Guatemala - Mobile - Telefonica,502568,0.1894
Guatemala - Mobile - Telefonica,502579,0.1894
Guatemala - Mobile - Telefonica,5025915,0.1894
Guatemala - Mobile - Telefonica,5025916,0.1894
Guatemala - Mobile - Telefonica,5025917,0.1894
Guatemala - Mobile - Telefonica,5026648,0.1894
Guatemala - Mobile - Telefonica,5026649,0.1894
Guatemala - Mobile - Telefonica,5026659,0.1894
Guatemala - Mobile - Telefonica,5026660,0.1894
Guatemala - Mobile - Telefonica,5026677,0.1894
Guatemala - Mobile - Telefonica,5026679,0.1894
Guatemala - Mobile - Telefonica,5027740,0.1894
Guatemala - Mobile - Telefonica,5027741,0.1894
Guatemala - Mobile - Telefonica,5027742,0.1894
Guatemala - Mobile - Telefonica,5027743,0.1894
Guatemala - Mobile - Telefonica,5027744,0.1894
Guatemala - Mobile - Telefonica,5027759,0.1894
Guatemala - Mobile - Telefonica,5027779,0.1894
Guatemala - Mobile - Telefonica,5027859,0.1894
Guatemala - Mobile - Telefonica,5027879,0.1894
Guatemala - Mobile - Telefonica,5027959,0.1894
Guatemala - Mobile - Telefonica,5027968,0.1894
Guatemala - Mobile - Telefonica,5027969,0.1894
Guatemala - Mobile - Telefonica,5027979,0.1894
Guinea-Bissau - Fixed,245,0.6667
Guinea-Bissau - Mobile - Guintel,2457,0.5942
Guinea-Bissau - Mobile - Guintel,24597,0.5942
Guinea-Bissau - Mobile - Mtn,24596,0.6564
Guinea-Bissau - Mobile - Orange,24595,0.5942
Guinea-Bissau - Premium - Special Services,24549,0.498
Guinea - Mobile - Cellcom,22465,0.477
Guinea - Mobile - Intercel,22463,0.4697
Guinea - Mobile - Mai,22479,0.58621
Guinea - Mobile - Mtn,22466,0.4931
Guinea - Mobile - Orange,22462,0.5634
Guinea - Mobile - Orange,224720,0.5634
Guinea - Mobile - Orange,224721,0.5634
Guinea - Mobile - Orange,2247220,0.5634
Guinea - Mobile - Orange,22472210,0.5634
Guinea - Mobile - Orange,22472212,0.5634
Guinea - Mobile - Orange,22472213,0.5634
Guinea - Mobile - Orange,22472214,0.5634
Guinea - Mobile - Orange,22472215,0.5634
Guinea - Mobile - Orange,22472216,0.5634
Guinea - Mobile - Orange,22472217,0.5634
Guinea - Mobile - Orange,22472218,0.5634
Guinea - Mobile - Orange,22472219,0.5634
Guinea - Mobile - Orange,2247222,0.5634
Guinea - Mobile - Orange,2247223,0.5634
Guinea - Mobile - Orange,2247224,0.5634
Guinea - Mobile - Orange,2247225,0.5634
Guinea - Mobile - Orange,2247226,0.5634
Guinea - Mobile - Orange,2247227,0.5634
Guinea - Mobile - Orange,2247228,0.5634
Guinea - Mobile - Orange,2247229,0.5634
Guinea - Mobile - Orange,224723,0.5634
Guinea - Mobile - Orange,224724,0.5634
Guinea - Mobile - Orange,224725,0.5634
Guinea - Mobile - Orange,224726,0.5634
Guinea - Mobile - Orange,224727,0.5634
Guinea - Mobile - Orange,224728,0.5634
Guinea - Mobile - Orange,224729,0.5634
Guinea - Premium - Mobility Services,224637275,0.5987
Guinea - Premium - Mobility Services,224637276,0.5987
Guinea - Premium - Mobility Services,22478,0.5987
Guinea - Premium - Special Services,22430441,0.5264
Guinea - Premium - Special Services,22430446,0.5264
Guinea - Premium - Special Services,22430447,0.5264
Guinea - Premium - Special Services,224309196,0.5264
Guinea - Premium - Special Services,224309648,0.5264
Guinea - Premium - Special Services,224551043,0.5264
Guinea - Premium - Special Services,224552009,0.5264
Guinea - Premium - Special Services,224552014,0.5264
Guinea - Premium - Special Services,22470,0.5264
Guyana - Fixed,592,0.32341
Guyana - Mobile,592609,0.3392
Guyana - Mobile,59261,0.3392
Guyana - Mobile,59262,0.3392
Guyana - Mobile,59263,0.3392
Guyana - Mobile,592638,0.3392
Guyana - Mobile,592639,0.3392
Guyana - Mobile,59264,0.3392
Guyana - Mobile,59265,0.3392
Guyana - Mobile,592650,0.3392
Guyana - Mobile,592651,0.3392
Guyana - Mobile,592652,0.3392
Guyana - Mobile,592653,0.3392
Guyana - Mobile,592654,0.3392
Guyana - Mobile,592655,0.3392
Guyana - Mobile,592656,0.3392
Guyana - Mobile,592657,0.3392
Guyana - Mobile,592658,0.3392
Guyana - Mobile - Digicel,592600,0.1696
Guyana - Mobile - Digicel,592601,0.1696
Guyana - Mobile - Digicel,592602,0.1696
Guyana - Mobile - Digicel,592603,0.1696
Guyana - Mobile - Digicel,592604,0.1696
Guyana - Mobile - Digicel,592659,0.1696
Guyana - Mobile - Digicel,59266,0.1696
Guyana - Mobile - Digicel,59267,0.1696
Guyana - Mobile - Digicel,59268,0.1696
Guyana - Mobile - Digicel,59269,0.1696
Haiti - Fixed,509,0.3622
Haiti - Fixed - Port-Au-Prince,50921,0.3137
Haiti - Fixed - Port-Au-Prince,50922,0.3137
Haiti - Fixed - Port-Au-Prince,50923,0.3137
Haiti - Fixed - Port-Au-Prince,50924,0.3137
Haiti - Fixed - Port-Au-Prince,50925,0.3137
Haiti - Mobile,5095,0.3434
Haiti - Mobile - Comcel,50929,0.3484
Haiti - Mobile - Comcel,50934,0.3484
Haiti - Mobile - Comcel,50939,0.3484
Haiti - Mobile - Comcel,50944,0.3484
Haiti - Mobile - Comcel,50949,0.3484
Haiti - Mobile - Digicel,509281,0.3417
Haiti - Mobile - Digicel,50931,0.3417
Haiti - Mobile - Digicel,50936,0.3417
Haiti - Mobile - Digicel,50937,0.3417
Haiti - Mobile - Digicel,50938,0.3417
Haiti - Mobile - Digicel,509445,0.3417
Haiti - Mobile - Digicel,50946,0.3417
Haiti - Mobile - Digicel,50947,0.3417
Haiti - Mobile - Digicel,50948,0.3417
Haiti - Mobile - Natcom,50932,0.308
Haiti - Mobile - Natcom,50933,0.308
Haiti - Premium - Special Services,50935,0.3434
Holy See (Vatican City State) - Fixed,379,0.0048
Honduras - Fixed,504,0.1919
Honduras - Fixed - On-Net,5042201,0.169
Honduras - Fixed - On-Net,50422090,0.169
Honduras - Fixed - On-Net,50422091,0.169
Honduras - Fixed - On-Net,50422092,0.169
Honduras - Fixed - On-Net,50422093,0.169
Honduras - Fixed - On-Net,50422118,0.169
Honduras - Fixed - On-Net,5042213,0.169
Honduras - Fixed - On-Net,50422160,0.169
Honduras - Fixed - On-Net,50422161,0.169
Honduras - Fixed - On-Net,50422162,0.169
Honduras - Fixed - On-Net,50422166,0.169
Honduras - Fixed - On-Net,5042220,0.169
Honduras - Fixed - On-Net,5042221,0.169
Honduras - Fixed - On-Net,5042222,0.169
Honduras - Fixed - On-Net,5042223,0.169
Honduras - Fixed - On-Net,5042224,0.169
Honduras - Fixed - On-Net,5042226,0.169
Honduras - Fixed - On-Net,5042227,0.169
Honduras - Fixed - On-Net,5042228,0.169
Honduras - Fixed - On-Net,5042230,0.169
Honduras - Fixed - On-Net,50422310,0.169
Honduras - Fixed - On-Net,50422311,0.169
Honduras - Fixed - On-Net,50422313,0.169
Honduras - Fixed - On-Net,5042232,0.169
Honduras - Fixed - On-Net,50422330,0.169
Honduras - Fixed - On-Net,50422331,0.169
Honduras - Fixed - On-Net,50422332,0.169
Honduras - Fixed - On-Net,50422333,0.169
Honduras - Fixed - On-Net,50422334,0.169
Honduras - Fixed - On-Net,50422335,0.169
Honduras - Fixed - On-Net,50422339,0.169
Honduras - Fixed - On-Net,5042234,0.169
Honduras - Fixed - On-Net,50422352,0.169
Honduras - Fixed - On-Net,50422353,0.169
Honduras - Fixed - On-Net,50422354,0.169
Honduras - Fixed - On-Net,50422355,0.169
Honduras - Fixed - On-Net,50422356,0.169
Honduras - Fixed - On-Net,50422357,0.169
Honduras - Fixed - On-Net,50422358,0.169
Honduras - Fixed - On-Net,50422359,0.169
Honduras - Fixed - On-Net,50422360,0.169
Honduras - Fixed - On-Net,50422362,0.169
Honduras - Fixed - On-Net,50422364,0.169
Honduras - Fixed - On-Net,50422365,0.169
Honduras - Fixed - On-Net,50422366,0.169
Honduras - Fixed - On-Net,50422367,0.169
Honduras - Fixed - On-Net,50422368,0.169
Honduras - Fixed - On-Net,50422369,0.169
Honduras - Fixed - On-Net,5042237,0.169
Honduras - Fixed - On-Net,5042238,0.169
Honduras - Fixed - On-Net,5042239,0.169
Honduras - Fixed - On-Net,50422400,0.169
Honduras - Fixed - On-Net,50422402,0.169
Honduras - Fixed - On-Net,50422404,0.169
Honduras - Fixed - On-Net,50422405,0.169
Honduras - Fixed - On-Net,5042245,0.169
Honduras - Fixed - On-Net,5042246,0.169
Honduras - Fixed - On-Net,50422550,0.169
Honduras - Fixed - On-Net,50422551,0.169
Honduras - Fixed - On-Net,50422552,0.169
Honduras - Fixed - On-Net,50422553,0.169
Honduras - Fixed - On-Net,50422555,0.169
Honduras - Fixed - On-Net,50422556,0.169
Honduras - Fixed - On-Net,50422570,0.169
Honduras - Fixed - On-Net,50422571,0.169
Honduras - Fixed - On-Net,50422572,0.169
Honduras - Fixed - On-Net,50422707,0.169
